datetime,BOE_MPM_Actual,BOE_MPM_Srv_Med,BOE_MPM_Revised,BOE_MPM_Prior
2010-11-17 17:30:00,None,None,None,None
2010-10-20 16:30:00,None,None,None,None
2010-09-22 16:30:00,None,None,None,None
2010-08-18 16:30:00,None,None,None,None
2010-07-21 16:30:00,None,None,None,None
2010-06-23 16:30:00,None,None,None,None
2010-05-19 16:30:00,None,None,None,None
2010-04-21 16:30:00,None,None,None,None
2010-03-17 17:30:00,None,None,None,None
2010-02-17 17:30:00,None,None,None,None
2010-01-20 17:30:00,None,None,None,None
2009-12-23 17:30:00,None,None,None,None
2009-11-18 17:30:00,None,None,None,None
2009-10-21 16:30:00,None,None,None,None
2009-09-23 16:30:00,None,None,None,None
2009-08-19 16:30:00,None,None,None,None
2009-07-22 16:30:00,None,None,None,None
2009-06-17 16:30:00,None,None,None,None
2009-05-20 16:30:00,None,None,None,None
2009-04-22 16:30:00,None,None,None,None
2009-03-18 17:30:00,None,None,None,None
2009-02-18 17:30:00,None,None,None,None
2009-01-21 17:30:00,None,None,None,None
2008-12-17 17:30:00,None,None,None,None
2008-11-19 17:30:00,None,None,None,None
2008-10-22 16:30:00,None,None,None,None
2008-09-17 16:30:00,None,None,None,None
2008-08-20 16:30:00,None,None,None,None
2008-07-23 16:30:00,None,None,None,None
2008-06-18 16:30:00,None,None,None,None
2008-05-21 17:30:00,None,None,None,None
2008-04-23 16:30:00,None,None,None,None
2008-03-19 17:30:00,None,None,None,None
2008-02-20 17:30:00,None,None,None,
